licenseNumber,licenseExpirationDate,businessName,contactName,cityStateZip,county,zip,phone,businessAddress,solarSignal,targetScore,nextStep
38437,2027-08-28,"TOP TIER SOLAR SOLUTIONS, LLC","TOP TIER SOLAR SOLUTIONS, LLC",CHARLOTTE NC 28217-2911,OUT OF STATE,28217,8559971213,1530 CENTER PARK DR,explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
32259,2026-12-12,TRISMART SOLAR LLC,TRISMART SOLAR LLC,HOUSTON TX 77073-6445,HARRIS,77073,8884855551,"600 NORTHPARK CENTRAL DR, SUITE 140",explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
37089,2027-05-12,TRUE TEXAS SOLAR LLC,TRUE TEXAS SOLAR LLC,WILLIS TX 77318,MONTGOMERY,77318,9362868325,12275 FM 1097,explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
39808,2027-01-06,TRUHORIZON SOLAR INC.,TRUHORIZON SOLAR INC.,WEATHERFORD TX 76085-3975,PARKER,76085,8179198895,4017 OVERLOOK WAY,explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
39282,2027-07-02,UNITED SOLAR & ROOFING,UNITED SOLAR & ROOFING,ROUND ROCK TX 78665-1591,WILLIAMSON,78665,7373820109,1101 SATELLITE VW UNIT 504,explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
40788,2026-10-17,USA SOLAR AND BATTERY,USA SOLAR AND BATTERY,NORTH RICHLAND HILLS TX 76180,TARRANT,76180,8179921575,7601 BLVD 26 STE B3,explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
38340,2027-08-04,VANTAGE POINT SOLAR LLC,VANTAGE POINT SOLAR LLC,IRVING TX 75039,DALLAS,75039,8189745375,7301 N STATE HWY 161 #148,explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
35152,2027-03-18,"WEST TEXAS SOLAR, LLC","WEST TEXAS SOLAR, LLC",ABILENE TX 79601-6400,TAYLOR,79601,3253705512,4074 E OVERLAND TRAIL,explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
36395,2026-11-09,WHITE LABEL SOLAR SOLUTIONS,WHITE LABEL SOLAR SOLUTIONS,NEW BRAUNFELS TX 78130,COMAL,78130,2103251110,212 RIO DR,explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
32917,2027-09-04,WILL POWER SOLAR LLC,WILL POWER SOLAR LLC,SAN ANTONIO TX 78251,BEXAR,78251,5125509483,"9258 CULEBRA RD, #130",explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
31269,2026-11-30,WRIGHT SOLAR ENERGY L.L.C.,WRIGHT SOLAR ENERGY L.L.C.,SAN ANTONIO TX 78257,BEXAR,78257,2103858764,"STE 104 BOX 509, 17503 LA CANTERA PKWY",explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
26497,2027-05-12,"WRIGHT WAY SOLAR TECHNOLOGIES, LLC","WRIGHT WAY SOLAR TECHNOLOGIES, LLC",TYLER TX 75703,SMITH,75703,9035615191,12863 CR 192,explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
35983,2027-04-27,WVW INVESTMENTS LLC DBA STARLIGHT SOLAR,WVW INVESTMENTS LLC DBA STARLIGHT SOLAR,HOUSTON TX 77045,HARRIS,77045,7139299454,13810 AMBROSE ST,explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
38384,2027-08-16,YOGI SOLAR LLC,YOGI SOLAR LLC,KATY TX 77494-5486,FORT BEND,77494,9198088032,28525 ROSE LN,explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
38305,2027-07-20,YOUR SOLAR LIAISON LLC,YOUR SOLAR LIAISON LLC,EDINBURG TX 78539-8018,HIDALGO,78539,9562547330,204 E CANO ST,explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
39689,2026-11-14,ZEUS ELECTRIC AND SOLAR,ZEUS ELECTRIC AND SOLAR,SAN ANTONIO TX 78218-2504,BEXAR,78218,2109934453,"4845 GOLDFIELD DRIVE, SUITE 107",explicit_solar_or_pv,100,"Find official domain, then audit careers pages for detailed solar jobs."
30564,2027-01-09,A RENEWABLE ELECTRIC LLC,A RENEWABLE ELECTRIC LLC,HOUSTON TX 77072-4203,HARRIS,77072,7139308177,8411 AMBLEWOOD DR,renewable_or_solar_brand,70,"Find official domain, then audit careers pages for detailed solar jobs."
30973,2026-11-30,"BIG DOG RENEWABLE ENERGY, LLC","BIG DOG RENEWABLE ENERGY, LLC",CHUBBUCK ID 83202-4908,OUT OF STATE,83202,2082423352,620 PHEASANT RIDGE DR,renewable_or_solar_brand,70,"Find official domain, then audit careers pages for detailed solar jobs."
35493,2026-10-12,CMS RENEWABLE LLC,CMS RENEWABLE LLC,GRAND PRAIRIE TX 75050,DALLAS,75050,4694285563,1205 W CARRIER PKWY 200 B,renewable_or_solar_brand,70,"Find official domain, then audit careers pages for detailed solar jobs."
29616,2027-04-02,"ENPHASE ENERGY, INC.","ENPHASE ENERGY, INC.",FREMONT CA 94538-6517,OUT OF STATE,94538,8777974743,47281 BAYSIDE PKWY,renewable_or_solar_brand,70,"Find official domain, then audit careers pages for detailed solar jobs."
39097,2027-04-26,HQCA CLEAN ENERGY SERVICES LLC,HQCA CLEAN ENERGY SERVICES LLC,IRVINE CA 92618-5021,OUT OF STATE,92618,9497485996,"300 SPECTRUM CENTER DRIVE SUIT, SUITE 500",renewable_or_solar_brand,70,"Find official domain, then audit careers pages for detailed solar jobs."
32980,2027-09-22,PRIMORIS RENEWABLE ENERGY INC,PRIMORIS RENEWABLE ENERGY INC,AURORA CO 80011-1551,OUT OF STATE,80011,3463525203,3800 LEWISTON ST STE 300,renewable_or_solar_brand,70,"Find official domain, then audit careers pages for detailed solar jobs."
41097,2027-02-04,RENEWABLE ENERGY BROKERS,RENEWABLE ENERGY BROKERS,BOWIE TX 76230,MONTAGUE,76230,2146999796,448 FRONTIR ST,renewable_or_solar_brand,70,"Find official domain, then audit careers pages for detailed solar jobs."
35494,2026-12-09,RENEWABLE ENERGY OF TEXAS LLC,RENEWABLE ENERGY OF TEXAS LLC,SAN ANTONIO TX 78251,BEXAR,78251,2107629798,8034 CULEBRA RD STE 117,renewable_or_solar_brand,70,"Find official domain, then audit careers pages for detailed solar jobs."
36276,2026-09-05,RENEWABLE POWER SOLUTIONS,RENEWABLE POWER SOLUTIONS,GRANBURY TX 76048-5894,HOOD,76048,2544881772,2405 WOODHAVEN DR,renewable_or_solar_brand,70,"Find official domain, then audit careers pages for detailed solar jobs."
33531,2027-04-13,SUNSHINE RENEWABLE SOLUTIONS LLC,SUNSHINE RENEWABLE SOLUTIONS LLC,HOUSTON TX 77033,HARRIS,77033,2817943427,6033 SOUTH LOOP E,renewable_or_solar_brand,70,"Find official domain, then audit careers pages for detailed solar jobs."
39795,2026-12-30,SUNUS PRO - CLEAN ENERGY LLC,SUNUS PRO - CLEAN ENERGY LLC,FORT WORTH TX 76109-4213,TARRANT,76109,8179185978,5049 EDWARDS RANCH RD FL 4,renewable_or_solar_brand,70,"Find official domain, then audit careers pages for detailed solar jobs."
