source,ccn,providerName,legalBusinessName,ownershipType,address,city,state,zipCode,telephone,averageResidentsPerDay,nurseHoursPerResidentDay,estimatedNursingFte,facilitiesInChain,chainName,targetScore,sizeRationale,nextStep
CMS nursing home provider info,445482,THE VILLAGE AT GERMANTOWN,THE VILLAGE AT GERMANTOWN INC,Non profit - Other,7930 WALKING HORSE CIRCLE,GERMANTOWN,TN,38138,9017522580,46.8,7.165,41.9,0,,79,46.8 residents × 7.165 nursing hours/resident/day ÷ 8h = 41.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,505346,CHENEY CARE CENTER,CHENEY CARE COMMUNITY,Non profit - Other,2219 NORTH 6TH STREET,CHENEY,WA,99004,5092356196,34.7,4.928,21.4,0,,79,34.7 residents × 4.928 nursing hours/resident/day ÷ 8h = 21.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,505390,MCKAY HEALTHCARE & REHAB CTR,PUBLIC HOSPITAL DISTRICT 4 OF GRANT COUNTY,Government - Hospital district,127 SECOND AVENUE SOUTHWEST,SOAP LAKE,WA,98851,5092461111,38.2,4.285,20.5,0,,79,38.2 residents × 4.285 nursing hours/resident/day ÷ 8h = 20.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,505404,Bethany At Pacific,BETHANY OF THE NORTHWEST,Non profit - Church related,916 PACIFIC AVENUE 3RD-5TH FLOORS,EVERETT,WA,98201,4252595508,74.0,4.802,44.4,0,,79,74.0 residents × 4.802 nursing hours/resident/day ÷ 8h = 44.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,505520,Mirabella,MIRABELLA,Non profit - Corporation,116 FAIRVIEW AVENUE N,SEATTLE,WA,98109,2062541400,37.6,4.378,20.6,0,,79,37.6 residents × 4.378 nursing hours/resident/day ÷ 8h = 20.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,525108,Resolve at West Allis Respiratory and Rehab,Legal Business Name Not Available,For profit - Limited Liability company,9047 W GREENFIELD AVE,WEST ALLIS,WI,53214,4144539290,72.3,4.932,44.6,0,,79,72.3 residents × 4.932 nursing hours/resident/day ÷ 8h = 44.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,525695,Anna John Resident Centered Care Community,ONEIDA NATION,Non profit - Other,2901 South Overland Road,Oneida,WI,54155,9208692797,41.6,7.734,40.2,0,,79,41.6 residents × 7.734 nursing hours/resident/day ÷ 8h = 40.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,676226,Cypress Healthcare and Rehabilitation Center,WEST WHARTON COUNTY HOSPITAL DISTRICT,For profit - Individual,1351 Sadler,San Marcos,TX,78666,5128055000,94.5,3.260,38.5,0,,79,94.5 residents × 3.260 nursing hours/resident/day ÷ 8h = 38.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,676282,BAYOU MANOR,BRAZOS PRESBYTERIAN HOMES INC,Non profit - Corporation,4141 S BRAESWOOD BLVD,HOUSTON,TX,77025,7136662651,33.5,5.276,22.1,0,,79,33.5 residents × 5.276 nursing hours/resident/day ÷ 8h = 22.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,01A193,FATHER PURCELL MEMORIAL EXCEPTIONAL CHILDREN'S CTR,Legal Business Name Not Available,Non profit - Church related,2048 W FAIRVIEW AVE,MONTGOMERY,AL,36108,3348345590,42.9,3.489,18.7,0,,78,42.9 residents × 3.489 nursing hours/resident/day ÷ 8h = 18.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,055039,GOOD SAMARITAN REHAB AND CARE CENTER,STOCKTON EDISON HEALTHCARE CORPORATION,For profit - Corporation,1630 N. EDISON STREET,STOCKTON,CA,95204,2099488762,81.2,4.276,43.4,0,,78,81.2 residents × 4.276 nursing hours/resident/day ÷ 8h = 43.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,055677,PITTSBURG SKILLED NURSING CENTER,PITTSBURG SKILLED NURSING GROUP INC,For profit - Corporation,535 SCHOOL STREET,PITTSBURG,CA,94565,9254323831,39.7,3.974,19.7,0,,78,39.7 residents × 3.974 nursing hours/resident/day ÷ 8h = 19.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,056063,INFINITY CARE OF EAST LOS ANGELES,Legal Business Name Not Available,For profit - Limited Liability company,101 S FICKETT STREET,LOS ANGELES,CA,90033,3232618108,89.2,3.627,40.4,0,,78,89.2 residents × 3.627 nursing hours/resident/day ÷ 8h = 40.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,05A134,LANDMARK MEDICAL CENTER,Legal Business Name Not Available,For profit - Corporation,2030 N. GAREY AVE.,POMONA,CA,91767,9095932585,93.6,3.362,39.3,0,,78,93.6 residents × 3.362 nursing hours/resident/day ÷ 8h = 39.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,075378,LIVEWELL CONNECTICUT,LIVEWELL ALLIANCE INC,Non profit - Corporation,1261 SOUTH MAIN STREET,PLANTSVILLE,CT,06479,8606289000,75.1,4.784,44.9,0,,78,75.1 residents × 4.784 nursing hours/resident/day ÷ 8h = 44.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,085021,ENCORE AT PARKSIDE,Legal Business Name Not Available,For profit - Limited Liability company,255 POSSUM PARK ROAD,NEWARK,DE,19711,3023660160,91.9,3.511,40.3,0,,78,91.9 residents × 3.511 nursing hours/resident/day ÷ 8h = 40.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,105153,Pinecrest Center for Rehabilitation and Healing,PINECREST SNF OPERATIONS LLC,For profit - Corporation,13650 NE 3RD COURT,NORTH MIAMI,FL,33161,3058931170,92.7,3.449,40.0,0,,78,92.7 residents × 3.449 nursing hours/resident/day ÷ 8h = 40.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,105541,HOMESTEAD MANOR A PALACE COMMUNITY,"HELEN HOMES OF SOUTH DADE, LLC",For profit - Partnership,1330 NW 1ST AVE,HOMESTEAD,FL,33030,3052480271,87.0,3.825,41.6,0,,78,87.0 residents × 3.825 nursing hours/resident/day ÷ 8h = 41.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,115638,"CARROLLTON MANOR, INCORPORATED",CARROLLTON MANOR INC,For profit - Corporation,2455 OAK GROVE CHURCH ROAD,CARROLLTON,GA,30117,7708341737,85.4,3.889,41.5,0,,78,85.4 residents × 3.889 nursing hours/resident/day ÷ 8h = 41.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,115663,REGENCY PARK HEALTH AND REHABILITATION,HLTC INC,Non profit - Corporation,1212 BROADRICK DRIVE,DALTON,GA,30720,7062708008,91.8,3.476,39.9,0,,78,91.8 residents × 3.476 nursing hours/resident/day ÷ 8h = 39.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,115716,SPRING HARBOR AT GREEN ISLAND,COLUMBUS REGIONAL SENIOR LIVING INC,Non profit - Other,200 SPRING HARBOR DRIVE,COLUMBUS,GA,31904,7065766027,30.1,5.955,22.4,0,,78,30.1 residents × 5.955 nursing hours/resident/day ÷ 8h = 22.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,146099,FRIENDSHIP MANOR,FRIENDSHIP MANOR INC,Non profit - Corporation,1209 21ST AVENUE,ROCK ISLAND,IL,61201,3097869667,86.0,3.912,42.1,0,,78,86.0 residents × 3.912 nursing hours/resident/day ÷ 8h = 42.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,146155,PARK PLACE CHRISTIAN COMMUNITY,"TIMOTHY PLACE, NFP",Non profit - Corporation,1150 EUCLID AVENUE,ELMHURST,IL,60126,6309364100,35.1,4.667,20.5,0,,78,35.1 residents × 4.667 nursing hours/resident/day ÷ 8h = 20.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,14E264,AVENUES AT LITCHFIELD,Legal Business Name Not Available,For profit - Corporation,1024 EAST TYLER,LITCHFIELD,IL,62056,2173243842,63.1,1.670,13.2,0,,78,63.1 residents × 1.670 nursing hours/resident/day ÷ 8h = 13.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,14E847,AVENUES AT SPRINGFIELD,Legal Business Name Not Available,For profit - Limited Liability company,525 SO MARTIN LUTHER KING DR,SPRINGFIELD,IL,62703,2177891680,63.5,1.581,12.6,0,,78,63.5 residents × 1.581 nursing hours/resident/day ÷ 8h = 12.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,165019,Chautauqua Guest Home #2,CHAUTAUQUA GUEST HOMES INC,For profit - Corporation,602 Eleventh Street,Charles City,IA,50616,6412282353,38.9,4.016,19.5,0,,78,38.9 residents × 4.016 nursing hours/resident/day ÷ 8h = 19.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,165318,Colonial Manor of Amana,COLONIAL MANOR OF AMANA INC,For profit - Corporation,3207 220th Trail,Amana,IA,52203,3196223131,42.7,3.431,18.3,0,,78,42.7 residents × 3.431 nursing hours/resident/day ÷ 8h = 18.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,165358,Thomas Rest Haven,THOMAS REST HAVEN,Government - City/county,217 Main Street,Coon Rapids,IA,50058,7129992253,34.9,4.711,20.6,0,,78,34.9 residents × 4.711 nursing hours/resident/day ÷ 8h = 20.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,165574,Prairie View Home,PRAIRIE VIEW LEASING,Non profit - Corporation,610 Eastern Street,Sanborn,IA,51248,7129303228,43.1,3.491,18.8,0,,78,43.1 residents × 3.491 nursing hours/resident/day ÷ 8h = 18.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,165594,Brooklyn Community Estates,BROOKLYN COMMUNITY ESTATE INC,For profit - Corporation,406 North Street,Brooklyn,IA,52211,6415229263,43.0,3.478,18.7,0,,78,43.0 residents × 3.478 nursing hours/resident/day ÷ 8h = 18.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,195596,MARY GOSS NURSING HOME,"MARY GOSS NURSING HOME, INC",For profit - Corporation,3300 WHITE STREET,MONROE,LA,71203,3183239013,44.3,3.344,18.5,0,,78,44.3 residents × 3.344 nursing hours/resident/day ÷ 8h = 18.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,195617,THE LODGE AT LANE,LANE SENIOR CARE LLC,For profit - Limited Liability company,6170 CARPENTER ROAD,ZACHARY,LA,70791,2256584345,35.4,4.683,20.7,0,,78,35.4 residents × 4.683 nursing hours/resident/day ÷ 8h = 20.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,205101,PINNACLE HEALTH & REHAB  CANTON,PINNACLE GROUP OF HUDSON VALLEY LLC,For profit - Corporation,26 PLEASANT ST,CANTON,ME,04221,2075972510,38.2,4.139,19.8,0,,78,38.2 residents × 4.139 nursing hours/resident/day ÷ 8h = 19.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,215110,WESTERN MD HOSPITAL CENTER,COMPTROLLER OF MARYLAND CENTRAL PAYROLL BUREAU,Government - State,1500 PENNSYLVANIA AVENUE,HAGERSTOWN,MD,21742,3017454200,46.0,7.404,42.6,0,,78,46.0 residents × 7.404 nursing hours/resident/day ÷ 8h = 42.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,215132,DEER'S HEAD CENTER,COMPTROLLER OF MARYLAND CENTRAL PAYROLL BUREAU,Government - State,351 DEER'S HEAD HOSPITAL ROAD,SALISBURY,MD,21801,4105434000,31.9,9.545,38.1,0,,78,31.9 residents × 9.545 nursing hours/resident/day ÷ 8h = 38.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,215372,EDENWALD,GENERAL GERMAN AGED PEOPLES HOME OF BALTIMORE,For profit - Corporation,800 SOUTHERLY ROAD,TOWSON,MD,21286,4106168809,33.7,4.949,20.8,0,,78,33.7 residents × 4.949 nursing hours/resident/day ÷ 8h = 20.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,225691,LOOMIS LAKESIDE AT REEDS LANDING,"LOOMIS SENIOR LIVING, INC",Non profit - Corporation,807 WILBRAHAM ROAD,SPRINGFIELD,MA,01109,4137821800,39.8,3.903,19.4,0,,78,39.8 residents × 3.903 nursing hours/resident/day ÷ 8h = 19.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,235310,Porter Hills Health Center,"PORTER HILLS PRESBYTERIAN VILLAGE, INC.",Non profit - Corporation,3600 Fulton St E,Grand Rapids,MI,49546,6169494971,36.1,4.578,20.7,0,,78,36.1 residents × 4.578 nursing hours/resident/day ÷ 8h = 20.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,235367,Norlite Nursing Center,NORLITE NURSING CENTERS OF MARQUETTE INC,For profit - Corporation,701 Homestead Street,Marquette,MI,49855,9062289252,80.5,4.289,43.2,0,,78,80.5 residents × 4.289 nursing hours/resident/day ÷ 8h = 43.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,235585,Covenant Skilled Nursing and Rehabilitation at Wel,TRANSITIONAL CARE COMMUNITY LLC,Non profit - Corporation,5939 Shattuck Road,Saginaw,MI,48603,9895838110,33.6,4.960,20.8,0,,78,33.6 residents × 4.960 nursing hours/resident/day ÷ 8h = 20.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,235613,Maple Manor Rehab Center,MAPLE MANOR REHABILITATION CENTER LLC,For profit - Individual,3999 Venoy Road,Wayne,MI,48184,7347270440,32.6,5.344,21.8,0,,78,32.6 residents × 5.344 nursing hours/resident/day ÷ 8h = 21.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,245369,ST MARKS LIVING,ST MARKS LUTHERAN HOME,Non profit - Corporation,400 15TH AVENUE SOUTHWEST,AUSTIN,MN,55912,5074374594,35.1,4.695,20.6,0,,78,35.1 residents × 4.695 nursing hours/resident/day ÷ 8h = 20.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,245482,Prairie Manor Care Center,"PRAIRIE MANOR, INC",Non profit - Corporation,220 THIRD STREET NORTHWEST,BLOOMING PRAIRIE,MN,55917,5075834434,37.0,4.364,20.2,0,,78,37.0 residents × 4.364 nursing hours/resident/day ÷ 8h = 20.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,245566,VALLEY VIEW HEALTHCARE & REHAB,"VALLEY VIEW NURSING HOME OF HOUSTON, INC.",Non profit - Corporation,510 EAST CEDAR STREET,HOUSTON,MN,55943,5078963125,37.7,4.201,19.8,0,,78,37.7 residents × 4.201 nursing hours/resident/day ÷ 8h = 19.8 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265646,LA BELLE MANOR CARE CENTER,LABELLE MANOR INC,For profit - Limited Liability company,1002 CENTRAL,LA BELLE,MO,63447,6602133234,40.5,3.832,19.4,0,,78,40.5 residents × 3.832 nursing hours/resident/day ÷ 8h = 19.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265737,LAURIE CARE CENTER,LAURIE CARE CENTER,Non profit - Other,610 HIGHWAY O,GRAVOIS MILLS,MO,65037,5733748263,43.9,3.305,18.1,0,,78,43.9 residents × 3.305 nursing hours/resident/day ÷ 8h = 18.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265744,PLEASANT VIEW NURSING HOME,PLEASANT VIEW HEALTHCARE LLC,For profit - Corporation,"470 RAINBOW DRIVE,",ROCK PORT,MO,64482,6607446252,53.4,2.404,16.0,0,,78,53.4 residents × 2.404 nursing hours/resident/day ÷ 8h = 16.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,265761,LINCOLN COMMUNITY CARE CENTER,LINCOLN COMMUNITY NURSING HOME,Non profit - Other,205 TIMBERLINE DRIVE,LINCOLN,MO,65338,6605473322,40.3,3.810,19.2,0,,78,40.3 residents × 3.810 nursing hours/resident/day ÷ 8h = 19.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,285206,Fairview Manor,CITY OF FAIRMONT NEBRASKA - FAIRVIEW MANOR,Government - City/county,255 F Street,Fairmont,NE,68354,4022682271,38.6,4.127,19.9,0,,78,38.6 residents × 4.127 nursing hours/resident/day ÷ 8h = 19.9 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,285212,Pioneer Manor Nursing Home,CITY OF HAY SPRINGS PIONEER MANOR NURSING HOME,Government - City,318 N 3rd Street,Hay Springs,NE,69347,3086384483,39.3,3.993,19.6,0,,78,39.3 residents × 3.993 nursing hours/resident/day ÷ 8h = 19.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,305039,Pleasant Valley Nursing and Rehab Center,PLEASANT VALLEY OPCO LLC,For profit - Limited Liability company,8 PEABODY ROAD,DERRY,NH,03038,6034341566,92.4,3.474,40.1,0,,78,92.4 residents × 3.474 nursing hours/resident/day ÷ 8h = 40.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,315529,LIVIA HEALTH AND SENIOR LIVING,LIVIA HEALTH AT EAST HANOVER LLC,For profit - Limited Liability company,1 SOUTH RIDGEDALE AVENUE,EAST HANOVER,NJ,07936,9739956700,76.4,4.626,44.2,0,,78,76.4 residents × 4.626 nursing hours/resident/day ÷ 8h = 44.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,345015,Clapp's Convalescent Nursing Home Inc,"CLAPP'S CONVALESCENT NURSING HOME, INC.",For profit - Individual,500 Mountain Top Drive,Asheboro,NC,27203,3366252074,89.8,3.598,40.4,0,,78,89.8 residents × 3.598 nursing hours/resident/day ÷ 8h = 40.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,345416,Bermuda Village Retirement Center,ML BERMUDA VILLAGE LLC,For profit - Limited Liability company,142 Bermuda Village Drive,Bermuda Run,NC,27006,3369986112,33.3,5.063,21.1,0,,78,33.3 residents × 5.063 nursing hours/resident/day ÷ 8h = 21.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,355102,WENTZ LIVING CENTER,NAPOLEON CARE CENTER,Non profit - Corporation,555 LAKE AVE E,NAPOLEON,ND,58561,7017542381,34.0,4.951,21.0,0,,78,34.0 residents × 4.951 nursing hours/resident/day ÷ 8h = 21.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,355116,PARKSIDE LUTHERAN HOME,PARKSIDE HOME,Non profit - Corporation,501 3RD AVE W,LISBON,ND,58054,7016835239,36.2,4.439,20.1,0,,78,36.2 residents × 4.439 nursing hours/resident/day ÷ 8h = 20.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,365796,WESTPARK HEALTHCARE CAMPUS,"MYOCARENURSING HOME, INC.",For profit - Corporation,4401 W 150TH STREET,CLEVELAND,OH,44135,2162527555,86.5,3.846,41.6,0,,78,86.5 residents × 3.846 nursing hours/resident/day ÷ 8h = 41.6 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,366216,MASON HEALTH CARE CENTER,MASON HEALTHCARE LLC,For profit - Partnership,5640 COX-SMITH ROAD,MASON,OH,45040,5133982881,39.4,3.954,19.5,0,,78,39.4 residents × 3.954 nursing hours/resident/day ÷ 8h = 19.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,366284,AMHERST MEADOWS SKILLED NURSING AND REHAB,"AMHERST ALLIANCE, LLC",For profit - Corporation,1610 FIRST STREET NE,MASSILLON,OH,44646,3308308500,84.3,4.032,42.5,0,,78,84.3 residents × 4.032 nursing hours/resident/day ÷ 8h = 42.5 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,366449,PARK VILLAGE HC NP LLC,PARK VILLAGE HC NP LLC,For profit - Limited Liability company,1019 OLDTOWN VALLEY ROAD SE,NEW PHILADELPHIA,OH,44663,3303644436,38.4,4.213,20.2,0,,78,38.4 residents × 4.213 nursing hours/resident/day ÷ 8h = 20.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375379,Ardmore Center for Rehabilitation and Healthcare,DARLENE INVESTMENT GROUP LAKELAND MANOR INC,For profit - Corporation,604 LAKE MURRAY DRIVE,ARDMORE,OK,73401,5802234501,44.1,3.303,18.2,0,,78,44.1 residents × 3.303 nursing hours/resident/day ÷ 8h = 18.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375415,MONROE MANOR,"MONROE MANOR NURSING, LLC",For profit - Limited Liability company,226 E MONROE STREET,JAY,OK,74346,9189193276,42.2,3.603,19.0,0,,78,42.2 residents × 3.603 nursing hours/resident/day ÷ 8h = 19.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375449,LANE NURSING & VENTILATOR CARE,"LANE NURSING & VENTILATOR CARE, LLC",For profit - Limited Liability company,400 NORTH BROADWAY,INOLA,OK,74036,9185438800,37.7,4.273,20.1,0,,78,37.7 residents × 4.273 nursing hours/resident/day ÷ 8h = 20.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375468,OKLAHOMA MEMORY CARE INSTITUTE,OMCI OPERATIONS LLC,For profit - Limited Liability company,3333 EAST 28TH STREET,TULSA,OK,74114,9182030606,39.6,3.980,19.7,0,,78,39.6 residents × 3.980 nursing hours/resident/day ÷ 8h = 19.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,375489,The Cottage Extended Care,COX RETIREMENT PROPERTIES INC,For profit - Individual,7707 South Memorial Drive,Tulsa,OK,74133,9182508571,85.3,3.950,42.1,0,,78,85.3 residents × 3.950 nursing hours/resident/day ÷ 8h = 42.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,385144,CLATSOP CARE CENTER,CLATSOP CARE CENTER HEALTH DISTRICT,Government - City/county,646 16TH STREET,ASTORIA,OR,97103,5033250313,33.9,5.037,21.3,0,,78,33.9 residents × 5.037 nursing hours/resident/day ÷ 8h = 21.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,38E075,TIERRA ROSE CARE CENTER,Legal Business Name Not Available,For profit - Corporation,4254 WEATHERS STREET NE,SALEM,OR,97301,5035854602,71.0,5.153,45.7,0,,78,71.0 residents × 5.153 nursing hours/resident/day ÷ 8h = 45.7 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395108,"CROSS KEYS VILLAGE-BRETHREN HOME COMMUNITY, THE",THE BRETHREN HOME COMMUNITY,Non profit - Corporation,"BOX 128, 2990 CARLISLE PK",NEW OXFORD,PA,17350,7176242161,88.1,3.754,41.3,0,,78,88.1 residents × 3.754 nursing hours/resident/day ÷ 8h = 41.3 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,395795,"LAFAYETTE MANOR, INC","LAFAYETTE MANOR, INC.",Non profit - Corporation,147 LAFAYETTE MANOR ROAD,UNIONTOWN,PA,15401,7244304848,84.4,4.017,42.4,0,,78,84.4 residents × 4.017 nursing hours/resident/day ÷ 8h = 42.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,435033,Westhills Village Health Care Facility,"PRESBYTERIAN RETIREMENT VILLAGE OF RAPID CITY, INC.",Non profit - Other,255 TEXAS ST,RAPID CITY,SD,57701,6053420255,41.1,3.696,19.0,0,,78,41.1 residents × 3.696 nursing hours/resident/day ÷ 8h = 19.0 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,435112,OAKVIEW TERRACE,FREEMAN REGIONAL HEALTH SERVICES,Non profit - Corporation,510 E 8TH ST,FREEMAN,SD,57029,6059254000,36.8,4.444,20.4,0,,78,36.8 residents × 4.444 nursing hours/resident/day ÷ 8h = 20.4 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,435132,AURORA BRULE NURSING HOME INC,AURORA-BRULE NURSING HOME,For profit - Corporation,408 SOUTH JOHNSTON STREET,WHITE LAKE,SD,57383,6052492216,44.2,3.288,18.2,0,,78,44.2 residents × 3.288 nursing hours/resident/day ÷ 8h = 18.2 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
CMS nursing home provider info,43A073,SANFORD CHAMBERLAIN CARE CENTER,Legal Business Name Not Available,Non profit - Corporation,300 S BYRON BLVD,CHAMBERLAIN,SD,57325,6052346518,41.4,3.691,19.1,0,,78,41.4 residents × 3.691 nursing hours/resident/day ÷ 8h = 19.1 estimated nursing FTE,"Find official domain, then verify no ATS and no JobPosting before custom-scrape onboarding"
