licenseNumber,businessName,businessType,address,city,state,zip,county,phone,issueDate,expirationDate,classifications,workersCompCoverageType,workersCompInsuranceCompany,workersCompPolicyExpiration,sourceFiles
1029435,ECOPOWER SOLAR,Limited Liability,41340 PEAR ST SUITE 3,MURRIETA,CA,92562,Riverside,(760) 687 5686,07/28/2017,09/30/2027,C46 | C51,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/03/2027,CSLBSearchData_163505900.xlsx
1045300,ECOSOLAR USA ELECTRICAL LLC,Limited Liability,13902 HARBOR BLVD UNIT2A,GARDEN GROVE,CA,92843,Orange,(714) 265 9077,10/08/2018,10/31/2026,C10 | C46,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,06/02/2027,CSLBSearchData_163444973.xlsx
1113934,EL-FI HOMES LLC,Limited Liability,273 SANTA BARBARA,IRVINE,CA,92606,Orange,(949) 919 6364,12/14/2023,12/31/2027,C10 | C20 | C46,Workers' Compensation Insurance,PIE INSURANCE COMPANY (THE),11/20/2026,CSLBSearchData_163444973.xlsx
1072844,ELBAC SOLAR,Corporation,420 N MCKINLEY ST 111-510,CORONA,CA,92879,Riverside,(562) 572 3629,01/20/2021,01/31/2027,C46,Workers' Compensation Insurance,STARNET INSURANCE COMPANY,06/28/2027,CSLBSearchData_163505900.xlsx
871218,ELEMENT ELECTRIC INC,Corporation,P O BOX 1055,DIXON,CA,95620,Solano,(707) 693 1651,01/20/2006,01/31/2028,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/01/2027,CSLBSearchData_163528025.xlsx
946630,ELEMENT POWER SYSTEMS INC,Corporation,3550 OAK HILL LN,CLAYTON,CA,94517,Contra Costa,(925) 513 1772,05/01/2010,05/31/2027,C10 | C46,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,09/08/2026,CSLBSearchData_163342171.xlsx
1048261,ELH INC,Corporation,34135 CAMERON DRIVE,HEMET,CA,92544,Riverside,(951) 692 4332,12/24/2018,12/31/2026,B | C46,Workers' Compensation Insurance,INSURANCE COMPANY OF THE WEST,04/08/2027,CSLBSearchData_163505900.xlsx
1133927,ELITE SOLAR,Corporation,1234 S MONTEBELLO BLVD,MONTEBELLO,CA,90640,Los Angeles,(323) 899 9236,03/04/2025,03/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/07/2027,CSLBSearchData_163412289.xlsx
1051137,ELWAY CONSTRUCTION,Sole Owner,PO BOX 156,RIO DELL,CA,95562,Humboldt,(707) 601 1350,03/11/2019,03/31/2027,B | C46,Workers' Compensation Insurance,,,CSLBSearchData_163412289.xlsx
990593,ENABLE ENERGY,Corporation,1101 NATIONAL DRIVE STE B,SACRAMENTO,CA,95834,Sacramento,(916) 240 2809,02/13/2014,02/29/2028,B | C13 | C46,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,03/01/2027,CSLBSearchData_163505900.xlsx
1103108,ENCHARGE ENERGY,Corporation,4300 RESNICK CT UNIT 105,BAKERSFIELD,CA,93313,Kern,(661) 282 8544,03/29/2023,10/31/2026,C10 | C46,Workers' Compensation Insurance,STARSTONE NATIONAL INSURANCE COMPANY,10/16/2026,CSLBSearchData_163412289.xlsx
736839,ENERGY +,Sole Owner,39450 3RD ST E #131,PALMDALE,CA,93550,Los Angeles,(661) 718 2070,06/05/1997,06/30/2027,C10 | C20 | C38 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/02/2027,CSLBSearchData_163412289.xlsx
472363,ENERGY HOUSE,Corporation,122 E BULLARD,FRESNO,CA,93710,Fresno,(559) 432 1500,04/22/1985,04/30/2028,B | C46 | D34,Workers' Compensation Insurance,EMPLOYERS COMPENSATION INSURANCE COMPANY,11/01/2026,CSLBSearchData_163342171.xlsx
1158542,ENERGY SOLUTIONS CORP INC,Corporation,50 MOUNTAIRE PL,CLAYTON,CA,94517,Contra Costa,(925) 494 4188,07/24/2026,07/31/2028,B | C10 | C20 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/09/2027,CSLBSearchData_163342171.xlsx
1101197,ENERGY SOLUTIONS HEATING AIR & SOLAR INC,Corporation,3732 BIG SPRINGS RD,LAKE ALMANOR,CA,96137,Lassen,(530) 816 1600,02/07/2023,02/28/2027,B | C20 | C36 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/23/2027,CSLBSearchData_163412289.xlsx
1139308,ENERVATION HEATING & AIR CONDITIONING INC,Corporation,"BOX 418,2063 MAIN STREET",OAKLEY,CA,94561,Contra Costa,(925) 783 6494,06/23/2025,06/30/2027,C20 | C46,Workers' Compensation Insurance,CONTINENTAL CASUALTY COMPANY,06/21/2027,CSLBSearchData_163342171.xlsx
967408,ENETECH INCORPORATED,Corporation,420 W LAMBERT RD #K,BREA,CA,92821,Orange,(714) 255 2939,11/04/2011,08/31/2027,B | C20 | C36 | C38 | C46,Workers' Compensation Insurance,PREFERRED EMPLOYERS INSURANCE COMPANY,04/01/2027,CSLBSearchData_163444973.xlsx
1146208,ENPHASE ENERGY INC,Corporation,47281 BAYSIDE PKWY,FREMONT,CA,94538,Alameda,(877) 797 4743,11/13/2025,11/30/2027,C10 | C46,Workers' Compensation Insurance,NATIONAL CASUALTY COMPANY,08/17/2026,CSLBSearchData_163342171.xlsx
1151729,ESCALONA RENEWABLES,Sole Owner,1895 AVENIDA DEL ORO #4022,OCEANSIDE,CA,92056,San Diego,(951) 756 4533,03/10/2026,03/31/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/11/2027,CSLBSearchData_163505900.xlsx
1045040,ESSEX SOLAR HEATING AND AIR INC,Corporation,P O BOX 493668,REDDING,CA,960493668,Shasta,(530) 244 0993,10/01/2018,05/31/2027,C20 | C46,Workers' Compensation Insurance,STATE FARM FIRE AND CASUALTY COMPANY,02/16/2027,CSLBSearchData_163528025.xlsx
773601,EURO CAL CONSTRUCTION INC,Corporation,P O BOX 2099,SEAL BEACH,CA,90740,Orange,(714) 892 6644,01/14/2000,12/31/2027,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,05/02/2027,CSLBSearchData_163444973.xlsx
1104064,EVEREST ELECTRICAL USA INC,Corporation,28655 DEER SPRINGS DR,SANTA CLARITA,CA,91390,Los Angeles,(661) 666 0104,04/27/2023,04/30/2027,C10 | C46,Workers' Compensation Insurance,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,11/25/2026,CSLBSearchData_163412289.xlsx
1102899,EVERGREEN SOLAR,Corporation,11278 LOS ALAMITOS BLVD 707,LOS ALAMITOS,CA,90720,Orange,(714) 722 0468,03/24/2023,03/31/2027,C46,Workers' Compensation Insurance,CAROLINA CASUALTY INSURANCE COMPANY,03/20/2027,CSLBSearchData_163444973.xlsx
1103998,EVERGREEN SOLAR,Corporation,19799 HIRSCH COURT,ANDERSON,CA,96007,Shasta,(530) 223 3251,04/26/2023,04/30/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/01/2026,CSLBSearchData_163528025.xlsx
1115612,EXPERT HVAC SERVICE INC,Corporation,19531 GRAY FOX RD,WALNUT,CA,91789,Los Angeles,(626) 537 5916,01/29/2024,01/31/2028,B | C20 | C36 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/28/2027,CSLBSearchData_163412289.xlsx
1017331,EXTREME SOLAR SOLUTIONS,Corporation,2315 ALABAMA ST,ATWATER,CA,95301,Merced,(209) 489 0297,08/17/2016,08/31/2028,C46,Workers' Compensation Insurance,SIRIUSPOINT AMERICA INSURANCE COMPANY,09/05/2026,CSLBSearchData_163444973.xlsx
347708,FARIS CONSTRUCTION COMPANY,Corporation,2180 EL CAMINO REAL STE 400,OCEANSIDE,CA,92054,San Diego,(760) 433 4500,11/21/1977,03/31/2027,A | B | C-8 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/12/2027,CSLBSearchData_163505900.xlsx
807511,FEATHER RIVER AIRE AND SOLAR,Corporation,3268 ESPLANADE STE A,CHICO,CA,95973,Butte,(530) 891 6787,05/02/2002,04/30/2027,B | C10 | C20 | C46,Workers' Compensation Insurance,ZURICH AMERICAN INSURANCE COMPANY,10/01/2026,CSLBSearchData_163342171.xlsx
156017,FIDELITY ROOF COMPANY,Corporation,1075 40TH STREET,OAKLAND,CA,94608,Alameda,(510) 547 6330,09/30/1955,05/31/2027,ASB | B | C39 | C43 | C46,Workers' Compensation Insurance,UNITED FIRE & CASUALTY COMPANY,11/01/2026,CSLBSearchData_163342171.xlsx
831636,FIELD OF DREAMS LANDSCAPING AND CONCRETE,Sole Owner,65 WASHINGTON ST PMB 168,SANTA CLARA,CA,95050,Santa Clara,(408) 472 2018,01/30/2004,01/31/2028,B | C-8 | C20 | C27 | C36 | C46 | C57,Workers' Compensation Insurance,WESCO INSURANCE COMPANY,04/24/2027,CSLBSearchData_163528025.xlsx
886679,FIRE PROTECTION AND LIFE SAFETY INC,Corporation,1743 GLENDON AVE #101,LOS ANGELES,CA,90024,Los Angeles,(310) 923 6798,11/02/2006,07/31/2027,C16 | C46,Workers' Compensation Insurance,PIE CASUALTY INSURANCE COMPNAY,10/27/2026,CSLBSearchData_163412289.xlsx
1139737,FIRST CLASS ROOFING,Sole Owner,3530 SWEETWATER WAY,LEMON GROVE,CA,91945,San Diego,(619) 724 2237,07/01/2025,07/31/2027,C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/21/2027,CSLBSearchData_163505900.xlsx
1013243,FIRST EDISON,Corporation,4695 CHABOT DR STE 200,PLEASANTON,CA,94588,Alameda,(888) 309 8766,04/25/2016,04/30/2028,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/04/2027,CSLBSearchData_163342171.xlsx
1039876,FIRST RESPONSE SOLAR INC,Corporation,708 HWY 116 N 428,SEBASTOPOL,CA,95472,Sonoma,(707) 480 0213,05/29/2018,05/31/2028,C10 | C46,Workers' Compensation Insurance,CAROLINA CASUALTY INSURANCE COMPANY,07/18/2027,CSLBSearchData_163528025.xlsx
631964,FISHER ELECTRIC INC,Corporation,35 BUTTERMILK LANE,SCOTTS VALLEY,CA,95066,Santa Cruz,(831) 345 7463,11/14/1991,04/30/2028,C10 | C46,Workers' Compensation Insurance,STARSTONE NATIONAL INSURANCE COMPANY,06/01/2027,CSLBSearchData_163528025.xlsx
873535,FIVE STAR SOLAR,Corporation,8698 ELK GROVE BLVD STE 1-181,ELK GROVE,CA,956243300,Sacramento,(916) 581 6715,02/28/2006,05/31/2028,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/14/2027,CSLBSearchData_163505900.xlsx
990072,FLEX SOLAR,Corporation,987 ELLEN LN,EL CAJON,CA,92019,San Diego,(619) 980 6158,01/23/2014,06/30/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/25/2027,CSLBSearchData_163505900.xlsx
501585,FORSTER HEATING AIR CONDITIONING & SHEET METAL,Corporation,9410 CRATER HILL ROAD,AUBURN,CA,95603,Placer,(530) 888 1163,11/19/1986,11/30/2026,C20 | C43 | C46,Workers' Compensation Insurance,BENCHMARK INSURANCE COMPANY,01/01/2027,CSLBSearchData_163505900.xlsx
784864,FREEDOM HEATING INC,Corporation,1939 FREEDOM BLVD,FREEDOM,CA,95019,Santa Cruz,(831) 724 8900,09/21/2000,09/30/2028,C20 | C43 | C46,Workers' Compensation Insurance,EVEREST PREMIER INSURANCE COMPANY,03/17/2027,CSLBSearchData_163528025.xlsx
1020722,FREEDOM SOLAR,Corporation,306 W EINORTE PKWY STE N 407,ESCONDIDO,CA,92026,San Diego,(760) 975 6671,11/14/2016,11/30/2026,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,02/14/2027,CSLBSearchData_163505900.xlsx
1077999,FRESCHI AIR SYSTEMS LLC,Limited Liability,2440 SPRIG COURT,CONCORD,CA,94520,Contra Costa,(469) 724 7648,07/12/2021,07/31/2027,B | C20 | C36 | C46,Workers' Compensation Insurance,ACE AMERICAN INSURANCE COMPANY,06/30/2027,CSLBSearchData_163342171.xlsx
859046,FRESH COAT,Corporation,P O BOX 212,VOLCANO,CA,95689,Amador,(209) 660 9020,05/18/2005,05/31/2027,B | C33 | C46,Workers' Compensation Insurance,EMPLOYERS COMPENSATION INSURANCE COMPANY,04/23/2027,CSLBSearchData_163342171.xlsx
1054022,FUSED ELECTRIC,Limited Liability,825 DICKSON ST,MARINA DEL REY,CA,90292,Los Angeles,(424) 353 9997,05/28/2019,05/31/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/03/2027,CSLBSearchData_163412289.xlsx
463720,FUTURE ENERGY SAVERS,Corporation,P O BOX 87,WILTON,CA,95693,Sacramento,(800) 985 0733,10/04/1984,10/31/2026,B | C10 | C17 | C20 | C46,Workers' Compensation Insurance,REDWOOD FIRE AND CASUALTY INSURANCE CO,07/01/2027,CSLBSearchData_163505900.xlsx
984739,G O P ELECTRIC INC,Corporation,17414 KINGSBURY ST,GRANADA HILLS,CA,91344,Los Angeles,(818) 335 2563,06/25/2013,06/30/2027,B | C10 | C46,Workers' Compensation Insurance,MID-CENTURY INSURANCE COMPANY,10/02/2026,CSLBSearchData_163412289.xlsx
496735,G W RICHARDSON HEATING & AIR CONDITIONING INC,Corporation,28231 AVE CROCKER UNIT 100,VALENCIA,CA,91355,Los Angeles,(661) 295 0115,08/14/1986,01/31/2028,C20 | C46,Workers' Compensation Insurance,UNITED FIRE & CASUALTY COMPANY,10/01/2026,CSLBSearchData_163412289.xlsx
661450,GALAXY PLUMBING & SOLAR SYSTEMS INC,Corporation,224 N PARK VIEW DRIVE,AGOURA,CA,91301,Los Angeles,(818) 612 8772,12/21/1992,12/31/2026,C20 | C36 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/25/2026,CSLBSearchData_163412289.xlsx
992073,GALLEGOS BRAD STEVEN,Sole Owner,28435 SANDHURST WAY,ESCONDIDO,CA,92026,San Diego,(760) 975 5897,04/12/2014,04/30/2028,C20 | C46,Workers' Compensation Insurance,AMERICAN CASUALTY COMPANY OF READING PA,02/26/2027,CSLBSearchData_163505900.xlsx
692839,GARVEY ROOFING COMPANY INCORPORATED,Corporation,710 E FOOTHILL BLVD,MONROVIA,CA,91016,Los Angeles,(626) 358 9208,07/27/1994,04/30/2027,B | C-2 | C39 | C46,Workers' Compensation Insurance,NATIONAL CASUALTY COMPANY,11/30/2026,CSLBSearchData_163412289.xlsx
1071057,GCI ROOFING,Corporation,P O BOX 461451,ESCONDIDO,CA,92046,San Diego,(760) 676 9449,11/18/2020,04/30/2027,B-2 | C39 | C43 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/10/2027,CSLBSearchData_163505900.xlsx
1157686,GLE SOLAR,Corporation,31111 RD 72,VISALIA,CA,93291,Tulare,(208) 995 6877,07/08/2026,07/31/2028,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/16/2026,CSLBSearchData_163547774.xlsx
1120463,GOAT SOLAR INC,Corporation,72188 DESERT INC,RANCHO MIRAGE,CA,92270,Riverside,(760) 641 7431,05/07/2024,05/31/2028,C10 | C46,Workers' Compensation Insurance,STARNET INSURANCE COMPANY,05/24/2027,CSLBSearchData_163505900.xlsx
1064369,GOGREEN BUILDERS LLC,Limited Liability,15335 MORRISON ST 130,SHERMAN OAKS,CA,91403,Los Angeles,(818) 443 6678,03/16/2020,03/31/2028,B | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,05/28/2027,CSLBSearchData_163412289.xlsx
612405,GOLD RIVER MECHANICAL INC,Corporation,6271 ANGELO COURT,LOOMIS,CA,95650,Placer,(916) 652 6105,02/10/1991,02/28/2027,C20 | C46,Workers' Compensation Insurance,MID-CENTURY INSURANCE COMPANY,06/01/2027,CSLBSearchData_163505900.xlsx
1032117,GOMAXXX INC,Corporation,5000 E 2ND ST STE L,BENICIA,CA,94510,Solano,(707) 782 6611,10/25/2017,10/31/2027,C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,01/01/2027,CSLBSearchData_163528025.xlsx
1102888,GOOD APOLLO SOLAR INC,Corporation,1024 E VASSAR AVE,FRESNO,CA,93704,Fresno,(559) 373 1648,03/24/2023,03/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/10/2026,CSLBSearchData_163342171.xlsx
1010200,GRAHAM SOLAR SYSTEMS INC,Corporation,9051 CHERRY AVE,ORANGEVALE,CA,95662,Sacramento,(916) 296 9884,01/08/2016,11/30/2026,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/25/2026,CSLBSearchData_163505900.xlsx
543093,GRASS VALLEY AIR CONDITIONING INC,Corporation,12805 LOMA RICA DR,GRASS VALLEY,CA,95945,Nevada,(530) 272 8171,10/03/1988,10/31/2026,C10 | C20 | C36 | C43 | C46,Workers' Compensation Insurance,OAK RIVER INSURANCE COMPANY,10/01/2026,CSLBSearchData_163444973.xlsx
1127392,GREEN ADDITIONS INC,Corporation,21255 BURBANK BLVD STE 120,LOS ANGELES,CA,91367,Los Angeles,(818) 697 1776,10/04/2024,10/31/2026,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/22/2026,CSLBSearchData_163412289.xlsx
916517,GREEN AIR HEATING AND AIR CONDITIONING INC,Corporation,3953 INDUSTRIAL WAY B,CONCORD,CA,94520,Contra Costa,(925) 284 7336,06/02/2008,06/30/2028,B | C10 | C20 | C46,Workers' Compensation Insurance,STARNET INSURANCE COMPANY,11/11/2026,CSLBSearchData_163342171.xlsx
938682,GREEN HILL SOLAR INC,Corporation,7020 MIDDLESBURY RIDGE CIR,WEST HILLS,CA,91307,Los Angeles,(310) 667 1154,10/12/2009,10/31/2027,B | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/01/2027,CSLBSearchData_163412289.xlsx
1075546,GREEN LINE SOLAR & ENERGY STORAGE,Corporation,120 4TH ST 2640,PETALUMA,CA,94952,Sonoma,(415) 495 4950,05/06/2021,05/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/12/2027,CSLBSearchData_163528025.xlsx
1128206,GREEN POWER DIRECT SOLAR,Sole Owner,440 N BARRANCA AVE # 5688,COVINA,CA,91723,Los Angeles,(626) 524 6296,10/25/2024,10/31/2026,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/17/2027,CSLBSearchData_163412289.xlsx
961800,GREEN STOCK SOLAR,Corporation,PO BOX 3205,NAPA,CA,94558,Napa,(925) 998 8929,06/07/2011,07/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,02/14/2027,CSLBSearchData_163444973.xlsx
1026278,GREEN UNIVERSE INC,Corporation,"17216 SATICOY STREET,#359",VAN NUYS,CA,91406,Los Angeles,(844) 686 4837,04/28/2017,04/30/2027,ASB | B | C21 | C46,Workers' Compensation Insurance,HARTFORD CASUALTY INSURANCE COMPANY,05/17/2027,CSLBSearchData_163412289.xlsx
1047548,GREENCAT INC,Corporation,26501 RIO VISTA DR,HEMET,CA,92544,Riverside,(208) 360 3011,12/05/2018,12/31/2026,B | C-2 | C10 | C17 | C20 | C36 | C46 | D65,Workers' Compensation Insurance,EVEREST NATIONAL INSURANCE COMPANY,01/01/2027,CSLBSearchData_163505900.xlsx
908145,GREENVOX CORPORATION,Corporation,"3017 NORTH SAN FERNANDO BLVD,UNIT D",BURBANK,CA,91504,Los Angeles,(747) 895 8888,12/18/2007,12/31/2027,C20 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,05/23/2027,CSLBSearchData_163412289.xlsx
954140,GREENWIRED INC,Corporation,PO BOX 1686,REDWAY,CA,95560,Humboldt,(707) 923 2001,11/02/2010,11/30/2026,C10 | C20 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/27/2026,CSLBSearchData_163412289.xlsx
858319,GREER'S BANNER AIR OF BAKERSFIELD INC,Corporation,4115 BUCK OWENS BLVD #B,BAKERSFIELD,CA,93308,Kern,(661) 322 5858,05/03/2005,05/31/2027,B | C20 | C43 | C46,Workers' Compensation Insurance,OAK RIVER INSURANCE COMPANY,04/01/2027,CSLBSearchData_163412289.xlsx
365955,GREINER HEATING AIR AND ELECTRIC INC,Corporation,8235 PEDRICK RD,DIXON,CA,95620,Solano,(707) 678 1784,11/20/1978,05/31/2028,C-2 | C10 | C20 | C36 | C46,Workers' Compensation Insurance,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,10/01/2026,CSLBSearchData_163528025.xlsx
867533,GRID ALTERNATIVES,Corporation,1171 OCEAN AVE,OAKLAND,CA,94608,Alameda,(510) 731 1310,11/14/2005,11/30/2027,B | C10 | C46,Workers' Compensation Insurance,HARTFORD FIRE INSURANCE COMPANY,04/01/2027,CSLBSearchData_163342171.xlsx
1024264,GSE SOLAR SYSTEMS INC,Corporation,P O BOX 156,ADELANTO,CA,92301,San Bernardino,(760) 246 7733,03/03/2017,03/31/2027,C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,08/12/2027,CSLBSearchData_163505900.xlsx
1117117,GU DEVELOPMENT INC,Corporation,4678 FRONTENAC PARK CT,FREMONT,CA,94538,Alameda,(650) 587 8648,02/27/2024,02/29/2028,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/22/2027,CSLBSearchData_163342171.xlsx
997054,GUYOU CONSTRUCTION INC,Corporation,9880 INDIANA AVENUE SUITE 2,RIVERSIDE,CA,92503,Riverside,(866) 464 8968,09/23/2014,09/30/2028,B | C10 | C20 | C39 | C46,Workers' Compensation Insurance,BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPANY,04/04/2027,CSLBSearchData_163505900.xlsx
1024165,H C I SOLAR,Corporation,"2121 N CALIFORNIA BLVD,SUITE 290",WALNUT CREEK,CA,94596,Contra Costa,(415) 910 6808,02/28/2017,08/31/2027,C10 | C46,Workers' Compensation Insurance,STARNET INSURANCE COMPANY,08/08/2026,CSLBSearchData_163342171.xlsx
822005,H M W DEVELOPMENT INC,Corporation,30 LAUREL HILL COURT,SAN MATEO,CA,94402,San Mateo,(415) 806 8992,07/21/2003,07/31/2027,A | B | C-7 | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,11/25/2026,CSLBSearchData_163528025.xlsx
918651,H R C ROOFING AND SOLAR INC,Corporation,27365 INDUSTRIAL BLVD UNIT D,HAYWARD,CA,94545,Alameda,(855) 827 8957,07/03/2008,05/31/2028,B | C39 | C46 | D41,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,06/21/2027,CSLBSearchData_163342171.xlsx
810016,HAMMER MECHANICAL INC,Corporation,1611 S MELROSE DR STE A286,VISTA,CA,92081,San Diego,(760) 597 9282,06/29/2002,06/30/2028,C20 | C46,Workers' Compensation Insurance,HARTFORD UNDERWRITERS INSURANCE COMPANY,12/01/2026,CSLBSearchData_163505900.xlsx
1071940,HAMODOT ISAAC,Sole Owner,2131 CENTURY PARK LANE 416,LOS ANGELES,CA,90067,Los Angeles,(714) 244 9812,12/14/2020,12/31/2026,B | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,07/24/2027,CSLBSearchData_163412289.xlsx
434631,HANLEY CONSTRUCTION,Corporation,P O BOX 808,STOCKTON,CA,95201,San Joaquin,(209) 462 2446,02/07/1983,02/28/2027,B | C-8 | C10 | C46 | D28,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/01/2026,CSLBSearchData_163505900.xlsx
734617,HARAN CONTRACTING,Sole Owner,11795 PAREY AVE,RED BLUFF,CA,96080,Tehama,(530) 356 7109,04/04/1997,04/30/2027,B | C10 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,03/05/2027,CSLBSearchData_163547774.xlsx
814866,HAVEN-ELECTRIC INC,Corporation,P O BOX 1352,BLUE LAKE,CA,95525,Humboldt,(707) 502 5454,11/15/2002,11/30/2027,B | C10 | C20 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,04/03/2027,CSLBSearchData_163412289.xlsx
606836,HAWES HEATING & AIR CONDITIONING,Sole Owner,39764 SHARON AVENUE,DAVIS,CA,95616,Yolo,(707) 429 1116,11/20/1990,11/30/2026,C20 | C46,Workers' Compensation Insurance,TECHNOLOGY INSURANCE COMPANY INC,03/06/2027,CSLBSearchData_163547774.xlsx
1115237,HELIOS CONSTRUCTION SERVICES,Limited Liability,11485 COLONY ROAD,GALT,CA,95632,Sacramento,(209) 327 5579,01/22/2024,01/31/2028,B | C10 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,02/20/2027,CSLBSearchData_163505900.xlsx
855174,HENRY MECHANICAL,Corporation,7656 BELL RD,WINDSOR,CA,95492,Sonoma,(707) 838 3311,02/28/2005,02/28/2027,C10 | C20 | C36 | C43 | C46,Workers' Compensation Insurance,OAK RIVER INSURANCE COMPANY,01/27/2027,CSLBSearchData_163528025.xlsx
1130591,HHS SOLAR CA LLC,Limited Liability,1121 STIKER AVE STE 150,SACRAMENTO,CA,93065,Sacramento,(818) 254 8209,12/17/2024,12/31/2026,B | C10 | C17 | C33 | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,12/11/2026,CSLBSearchData_163505900.xlsx
949189,HIGH DEFINITION SOLAR CONSTRUCTION,Corporation,1190 BURNETT AVE SUITE F,CONCORD,CA,94520,Contra Costa,(925) 566 8282,06/24/2010,06/30/2028,B | C39 | C46,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,02/05/2027,CSLBSearchData_163342171.xlsx
907086,HIGH POINT SOLAR,Sole Owner,PO BOX 100 PMB 104,MAMMOTH LAKES,CA,93546,Mono,(760) 914 2555,11/27/2007,11/30/2027,B | C10 | C46,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,03/21/2027,CSLBSearchData_163444973.xlsx
960376,HIGHLIGHT SOLAR INC A CALIFORNIA CORPORATION,Corporation,3554 PARKLAND AVE,SAN JOSE,CA,95117,Santa Clara,(408) 489 9273,04/27/2011,04/30/2027,B | C10 | C46,Workers' Compensation Insurance,EMPLOYERS PREFERRED INSURANCE COMPANY,10/01/2026,CSLBSearchData_163528025.xlsx
846105,HODNE ROOFING & SOLAR,Corporation,18261 FIELDBURY LANE,HUNTINGTON BEACH,CA,92648,Orange,(310) 326 5992,09/09/2004,09/30/2026,B | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,10/01/2026,CSLBSearchData_163444973.xlsx
1008036,HOME BUILT ENERGY INC,Corporation,746 E PALM DRIVE,HANFORD,CA,93230,Kings,(559) 573 8988,10/09/2015,06/30/2028,B | C20 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,09/07/2026,CSLBSearchData_163412289.xlsx
1050229,HOME PRO ROOFING AND SOLAR,Corporation,100 S MURPHY AVE SUITE 200,SUNNYVALE,CA,94086,Santa Clara,(800) 650 3134,02/14/2019,02/28/2027,B | C39 | C46,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,02/07/2027,CSLBSearchData_163528025.xlsx
